diet,education,ethnicity,religion,speaks
anything,graduated from college/university,indian,agnosticism,"english (fluently), hindi (poorly), spanish (poorly)"
anything,graduated from college/university,white,atheism,english
anything,graduated from college/university,white,other,english
anything,graduated from masters program,indian,buddhism,"english (fluently), hindi (okay), spanish (okay), c++ (fluently)"
vegetarian,graduated from ph.d program,white,christianity,english (fluently)
other,graduated from college/university,white,agnosticism,"english (fluently), spanish (poorly), lisp (poorly)"
vegetarian,graduated from masters program,hispanic / latin,other,"english, spanish"
anything,graduated from college/university,other,judaism,"english (fluently), russian (fluently)"
anything,graduated from masters program,white,christianity,"english (fluently), french (okay), spanish (poorly)"
anything,graduated from college/university,"black, white",atheism,english
anything,graduated from college/university,white,agnosticism,english
anything,graduated from masters program,white,atheism,"english (fluently), spanish (poorly)"
anything,graduated from college/university,asian,agnosticism,"english (fluently), japanese (poorly)"
vegetarian,graduated from college/university,white,other,"english (fluently), japanese (okay), irish (poorly)"
anything,graduated from college/university,white,agnosticism,english (fluently)
anything,graduated from college/university,white,judaism,"english (fluently), russian (poorly), spanish (okay)"
anything,graduated from college/university,asian,catholicism,english
anything,graduated from college/university,white,other,english (poorly)
anything,graduated from college/university,"hispanic / latin, white",catholicism,english
anything,graduated from high school,"asian, white",atheism,english (fluently)
anything,graduated from college/university,asian,atheism,english
vegan,graduated from college/university,white,atheism,"english (fluently), sign language (okay)"
anything,graduated from college/university,white,christianity,english (fluently)
anything,graduated from masters program,white,judaism,"english, c++ (okay), lisp (okay)"
anything,graduated from masters program,white,judaism,"english (fluently), hungarian (okay), french (poorly)"
anything,graduated from college/university,white,atheism,"english (fluently), french (fluently), spanish (okay), german (poorly)"
anything,graduated from college/university,white,atheism,"english, spanish (okay), italian (okay), korean (poorly), hebrew (poorly)"
anything,graduated from college/university,white,atheism,english (fluently)
anything,graduated from college/university,white,agnosticism,"english, french (okay)"
anything,graduated from college/university,white,christianity,english
anything,graduated from college/university,white,agnosticism,english
anything,graduated from high school,"white, other",agnosticism,"english (fluently), spanish (okay)"
anything,graduated from college/university,asian,agnosticism,"english (fluently), chinese (poorly)"
vegetarian,graduated from masters program,white,agnosticism,english
anything,graduated from college/university,asian,christianity,"english (fluently), italian (poorly), korean (fluently), french (poorly), german (poorly)"
anything,graduated from college/university,white,christianity,english
anything,graduated from college/university,white,christianity,english
vegetarian,graduated from high school,white,judaism,"english (fluently), spanish (okay), hebrew (poorly)"
vegetarian,graduated from masters program,white,judaism,english
vegetarian,graduated from high school,white,buddhism,"english (fluently), sign language (okay)"
anything,graduated from college/university,"asian, hispanic / latin, white",agnosticism,english (poorly)
anything,graduated from college/university,white,agnosticism,"english (fluently), japanese (fluently)"
anything,graduated from high school,"asian, pacific islander, hispanic / latin, white, other",other,english (fluently)
anything,graduated from masters program,white,agnosticism,"english (fluently), russian (fluently)"
vegetarian,graduated from college/university,"white, other",buddhism,"english (fluently), german (poorly), sign language (poorly), spanish (poorly), yiddish (poorly)"
anything,graduated from high school,hispanic / latin,other,english
anything,graduated from college/university,white,other,english (fluently)
anything,graduated from high school,white,agnosticism,english (fluently)
